timestamp,close,FAST_IND,SLOW_IND,action,position,stop_reason,error_message
2025-01-07 04:50:00,100719.2,100719.2,100719.2,PREFILL,NONE,,
2025-01-07 04:51:00,100719.1,100719.1495,100719.149875,PREFILL,NONE,,
2025-01-07 04:52:00,100828.8,100756.4330822306,100755.8828187858,PREFILL,NONE,,
2025-01-07 04:53:00,100828.8,100775.07114536046,100774.24906109924,PREFILL,NONE,,
2025-01-07 04:54:00,100828.8,100786.25100168496,100785.26862282694,PREFILL,NONE,,
2025-01-07 04:55:00,100829.1,100793.75428849195,100792.66547134331,PREFILL,NONE,,
2025-01-07 04:56:00,100829.0,100799.09647909182,100797.93430159523,PREFILL,NONE,,
2025-01-07 04:57:00,100829.1,100803.11464552571,100801.8985288731,PREFILL,NONE,,
2025-01-07 04:58:00,100829.2,100806.25024086563,100804.99304861002,PREFILL,NONE,,
2025-01-07 04:59:00,100829.2,100808.7572132247,100807.46857156849,PREFILL,NONE,,
2025-01-07 05:00:00,100890.2,100816.92346080753,100815.17904307721,PREFILL,NONE,,
2025-01-07 05:01:00,100890.0,100823.70512175786,100821.58701271481,PREFILL,NONE,,
2025-01-07 05:02:00,100890.0,100829.43886554995,100827.00886978534,PREFILL,NONE,,
2025-01-07 05:03:00,100890.0,100834.34925011083,100831.65592414029,PREFILL,NONE,,
2025-01-07 05:04:00,100890.1,100838.60859153722,100835.69003885984,PREFILL,NONE,,
2025-01-07 05:05:00,100890.0,100842.32456484577,100839.21318154834,PREFILL,NONE,,
2025-01-07 05:06:00,100829.2,100841.42290509361,100838.60031671281,PREFILL,NONE,,
2025-01-07 05:07:00,100829.1,100840.61578614783,100838.04979174555,PREFILL,NONE,,
2025-01-07 05:08:00,100829.1,100839.8944913501,100837.55725371174,PREFILL,NONE,,
2025-01-07 05:09:00,100829.1,100839.24614586709,100837.11400456811,PREFILL,NONE,,
2025-01-07 05:10:00,100889.9,100842.17080080579,100839.7552889071,PREFILL,NONE,,
2025-01-07 05:11:00,100829.0,100841.43813872685,100839.24031950593,PREFILL,NONE,,
2025-01-07 05:12:00,100890.0,100844.0460940239,100841.5707623363,PREFILL,NONE,,
2025-01-07 05:13:00,100889.9,100846.42787523828,100843.70238629844,PREFILL,NONE,,
2025-01-07 05:14:00,100719.1,100840.02005885463,100838.41352937488,PREFILL,NONE,,
2025-01-07 05:15:00,101000.0,100847.83263504776,100845.0245694129,PREFILL,NONE,,
2025-01-07 05:16:00,101000.0,100855.05402935529,100851.1452398571,PREFILL,NONE,,
2025-01-07 05:17:00,100932.3,100858.62123429045,100854.24349187172,PREFILL,NONE,,
2025-01-07 05:18:00,100970.0,100863.63249918321,100858.52077653057,PREFILL,NONE,,
2025-01-07 05:19:00,100969.0,100868.25680816715,100862.4766204674,PREFILL,NONE,,
2025-01-07 05:20:00,100932.3,100871.00139476055,100864.9019855242,PREFILL,NONE,,
2025-01-07 05:21:00,100970.0,100875.1484020621,100868.44717725235,PREFILL,NONE,,
2025-01-07 05:22:00,100970.0,100879.03582925202,100871.77706504881,PREFILL,NONE,,
2025-01-07 05:23:00,100740.7,100873.48383505945,100867.59534674237,PREFILL,NONE,,
2025-01-07 05:24:00,100970.0,100877.28024229642,100870.77670932245,PREFILL,NONE,,
2025-01-07 05:25:00,100970.0,100880.85744850182,100873.78089161696,PREFILL,NONE,,
2025-01-07 05:26:00,100740.7,100875.54972922281,100869.85098829171,PREFILL,NONE,,
2025-01-07 05:27:00,100999.9,100880.17526276165,100873.59936454284,PREFILL,NONE,,
2025-01-07 05:28:00,101000.0,100884.55624723727,100877.1577688735,PREFILL,NONE,,
2025-01-07 05:29:00,100999.8,100888.70029096713,100880.53220116133,PREFILL,NONE,,
2025-01-07 05:30:00,100999.3,100892.61410444017,100883.72803828421,PREFILL,NONE,,
2025-01-07 05:31:00,100740.8,100887.32427228955,100879.96458832559,PREFILL,NONE,,
2025-01-07 05:32:00,100669.3,100879.83998355467,100874.5334808056,PREFILL,NONE,,
2025-01-07 05:33:00,100999.1,100883.8752987077,100877.67949285077,PREFILL,NONE,,
2025-01-07 05:34:00,100999.2,100887.7234513181,100880.68760689234,PREFILL,NONE,,
2025-01-07 05:35:00,100740.2,100882.8667770358,100877.27738980147,PREFILL,NONE,,
2025-01-07 05:36:00,100999.3,100886.65028110506,100880.1833388837,PREFILL,NONE,,
2025-01-07 05:37:00,100999.1,100890.2585410713,100882.96298698528,PREFILL,NONE,,
2025-01-07 05:38:00,100999.1,100893.70863296495,100885.62864738611,PREFILL,NONE,,
2025-01-07 05:39:00,100999.0,100897.00695491955,100888.18490470992,PREFILL,NONE,,
2025-01-07 05:40:00,100999.1,100900.16865290921,100890.64262141692,PREFILL,NONE,,
2025-01-07 05:41:00,100999.1,100903.1986020768,100893.00530897532,PREFILL,NONE,,
2025-01-07 05:42:00,100998.9,100906.09824026393,100895.27406159777,PREFILL,NONE,,
2025-01-07 05:43:00,100760.1,100901.72061889048,100892.42484267431,PREFILL,NONE,,
2025-01-07 05:44:00,100559.4,100891.55991091992,100885.51645584396,PREFILL,NONE,,
2025-01-07 05:45:00,100649.1,100884.43365953653,100880.68822564547,PREFILL,NONE,,
2025-01-07 05:46:00,100999.9,100887.79514920834,100883.08582865482,PREFILL,NONE,,
2025-01-07 05:47:00,100800.0,100885.26280818219,100881.43969260606,PREFILL,NONE,,
2025-01-07 05:48:00,100236.6,100866.72059693093,100868.85045593527,PREFILL,NONE,,
2025-01-07 05:49:00,100709.5,100862.26553155444,100865.78402144843,PREFILL,NONE,,
2025-01-07 05:50:00,100639.1,100855.99533673875,100861.48317649454,PREFILL,NONE,,
2025-01-07 05:51:00,100517.9,100846.57414931388,100855.05432941242,PREFILL,NONE,,
2025-01-07 05:52:00,100849.8,100846.66332014947,100854.95734567345,PREFILL,NONE,,
2025-01-07 05:53:00,100859.6,100847.01814134592,100855.0419002136,PREFILL,NONE,,
2025-01-07 05:54:00,100891.2,100848.22076996745,100855.69183574498,PREFILL,NONE,,
2025-01-07 05:55:00,100650.0,100842.86493714093,100852.04196287895,PREFILL,NONE,,
2025-01-07 05:56:00,100738.1,100840.05452168825,100850.04560134359,PREFILL,NONE,,
2025-01-07 05:57:00,100901.0,100841.67803653383,100850.92731557078,PREFILL,NONE,,
2025-01-07 05:58:00,100900.6,100843.23698906886,100851.77639340304,PREFILL,NONE,,
2025-01-07 05:59:00,100999.9,100847.35456001772,100854.27805281486,PREFILL,NONE,,
2025-01-07 06:00:00,100635.4,100841.81963419057,100850.62489953233,PREFILL,NONE,,
2025-01-07 06:01:00,100999.8,100845.91921648663,100853.08588502604,PREFILL,NONE,,
2025-01-07 06:02:00,100882.3,100846.85752722688,100853.56235481617,PREFILL,NONE,,
2025-01-07 06:03:00,100872.3,100847.50981697341,100853.86453652532,PREFILL,NONE,,
2025-01-07 06:04:00,100608.7,100841.42277495979,100849.95432946908,PREFILL,NONE,,
2025-01-07 06:05:00,100999.9,100845.43937051349,100852.3199293894,PREFILL,NONE,,
2025-01-07 06:06:00,100588.6,100838.96567583349,100848.20379188126,PREFILL,NONE,,
2025-01-07 06:07:00,100608.6,100833.19046155101,100844.50335904668,PREFILL,NONE,,
2025-01-07 06:08:00,100747.8,100831.06096016729,100843.02533055838,PREFILL,NONE,,
2025-01-07 06:09:00,100747.8,100828.9951758712,100841.5847258322,PREFILL,NONE,,
2025-01-07 06:10:00,100878.7,100830.22225383302,100842.14058284184,PREFILL,NONE,,
2025-01-07 06:11:00,100737.9,100827.95414697983,100840.59486360075,PREFILL,NONE,,
2025-01-07 06:12:00,100800.0,100827.27064665077,100839.99877346755,PREFILL,NONE,,
2025-01-07 06:13:00,100737.9,100825.09557724376,100838.51396448756,PREFILL,NONE,,
2025-01-07 06:14:00,100737.9,100822.98302564988,100837.0645980727,PREFILL,NONE,,
2025-01-07 06:15:00,100640.0,100818.569294962,100834.2523240704,PREFILL,NONE,,
2025-01-07 06:16:00,100859.8,100819.5595432642,100834.6135570014,PREFILL,NONE,,
2025-01-07 06:17:00,100640.0,100815.26511833888,100831.88676238047,PREFILL,NONE,,
2025-01-07 06:18:00,100850.0,100816.09244901103,100832.13828324282,PREFILL,NONE,,
2025-01-07 06:19:00,100850.0,100816.89684314157,100832.38412386911,PREFILL,NONE,,
2025-01-07 06:20:00,100999.9,100821.22129867652,100834.6696788824,PREFILL,NONE,,
2025-01-07 06:21:00,101009.0,100825.64167919949,100837.0277963719,PREFILL,NONE,,
2025-01-07 06:22:00,101009.8,100829.96068846762,100839.34505017354,PREFILL,NONE,,
2025-01-07 06:23:00,100840.0,100830.19528096671,100839.35376109915,PREFILL,NONE,,
2025-01-07 06:24:00,101560.7,100847.20462372994,100848.8686746415,PREFILL,NONE,,
2025-01-07 06:25:00,101550.8,100863.53054613866,100858.05216404889,PREFILL,NONE,,
2025-01-07 06:26:00,101550.7,100879.42127486524,100867.04142213301,PREFILL,NONE,,
2025-01-07 06:27:00,101550.7,100894.89312020334,100875.84368153354,PREFILL,NONE,,
2025-01-07 06:28:00,101743.3,100914.38419691418,100886.92497271718,PREFILL,NONE,,
2025-01-07 06:29:00,101752.9,100933.58713158501,100897.9018648542,PREFILL,NONE,,
2025-01-07 06:30:00,101762.8,100952.51834869491,100908.78146172735,PREFILL,NONE,,
2025-01-07 06:31:00,101762.5,100970.95467849461,100919.43951904998,PREFILL,NONE,,
2025-01-07 06:32:00,101762.0,100988.90686225693,100929.880006449,PREFILL,NONE,,
2025-01-07 06:33:00,101689.2,101004.75365959127,100939.21987830431,PREFILL,NONE,,
2025-01-07 06:34:00,101516.2,101016.29445562873,100946.26539079979,PREFILL,NONE,,
2025-01-07 06:35:00,101688.2,101031.41424000158,100955.260191107,PREFILL,NONE,,
2025-01-07 06:36:00,101689.2,101046.17641849068,100964.09502236862,PREFILL,NONE,,
2025-01-07 06:37:00,101698.2,101060.7707481943,100972.86997832154,PREFILL,NONE,,
2025-01-07 06:38:00,101490.0,101070.3535085154,100979.00861362465,PREFILL,NONE,,
2025-01-07 06:39:00,101505.0,101080.03278554729,100985.20975571286,PREFILL,NONE,,
2025-01-07 06:40:00,101515.1,101089.69758554937,100991.41465798087,PREFILL,NONE,,
2025-01-07 06:41:00,101514.9,101099.1205109857,100997.50362858064,PREFILL,NONE,,
2025-01-07 06:42:00,101504.9,101108.09184044397,101003.36650541585,PREFILL,NONE,,
2025-01-07 06:43:00,101687.3,101120.8680099988,101011.21767704969,PREFILL,NONE,,
2025-01-07 06:44:00,101505.0,101129.32211818577,101016.8494592398,PREFILL,NONE,,
2025-01-07 06:45:00,101342.4,101134.00128513415,101020.53881381328,PREFILL,NONE,,
2025-01-07 06:46:00,101687.5,101146.12988386558,101028.04960323272,PREFILL,NONE,,
2025-01-07 06:47:00,101687.5,101157.96772815498,101035.42951290468,PREFILL,NONE,,
2025-01-07 06:48:00,101464.9,101164.6654210961,101040.206085985,PREFILL,NONE,,
2025-01-07 06:49:00,101432.2,101170.49163549094,101044.53926265615,PREFILL,NONE,,
2025-01-07 06:50:00,101564.5,101179.05520647844,101050.25235001171,PREFILL,NONE,,
2025-01-07 06:51:00,101697.1,101190.29292901997,101057.31722262624,PREFILL,NONE,,
2025-01-07 06:52:00,101632.3,101199.86310473295,101063.56013840133,PREFILL,NONE,,
2025-01-07 06:53:00,101697.2,101210.61138099965,101070.39977862258,PREFILL,NONE,,
2025-01-07 06:54:00,101697.4,101221.11268748772,101077.12867665508,PREFILL,NONE,,
2025-01-07 06:55:00,101699.9,101231.42312873158,101083.7740173865,PREFILL,NONE,,
2025-01-07 06:56:00,101622.3,101239.82590543371,101089.48793760955,PREFILL,NONE,,
2025-01-07 06:57:00,101612.3,101247.81952178355,101095.00411232884,PREFILL,NONE,,
2025-01-07 06:58:00,101612.3,101255.62863379097,101100.431888944,PREFILL,NONE,,
2025-01-07 06:59:00,101699.7,101265.12758623205,101106.68534130027,PREFILL,NONE,,
2025-01-07 07:00:00,101699.8,101274.41074205794,101112.84104752268,PREFILL,NONE,,
2025-01-07 07:01:00,101602.3,101281.4024951182,101117.89371219178,PREFILL,NONE,,
2025-01-07 07:02:00,101700.0,101290.31490668505,101123.87088074829,PREFILL,NONE,,
2025-01-07 07:03:00,101602.4,101296.9496691245,101128.75869015731,PREFILL,NONE,,
2025-01-07 07:04:00,101592.7,101303.22801264007,101133.47285667926,PREFILL,NONE,,
2025-01-07 07:05:00,101592.7,101309.36432245316,101138.11510484172,PREFILL,NONE,,
2025-01-07 07:06:00,101700.0,101317.63358263503,101143.76616181132,PREFILL,NONE,,
2025-01-07 07:07:00,101700.0,101325.71674546167,101149.33216581224,PREFILL,NONE,,
2025-01-07 07:08:00,101701.9,101333.6585722407,101154.83387222544,PREFILL,NONE,,
2025-01-07 07:09:00,101701.4,101341.41202463045,101160.248914136,PREFILL,NONE,,
2025-01-07 07:10:00,101701.1,101348.98596841865,101165.58110132722,PREFILL,NONE,,
2025-01-07 07:11:00,101679.3,101355.9326674244,101170.62124317804,PREFILL,NONE,,
2025-01-07 07:12:00,101562.6,101360.27366998611,101174.44852056484,PREFILL,NONE,,
2025-01-07 07:13:00,101532.6,101363.88899869741,101177.92888486771,PREFILL,NONE,,
2025-01-07 07:14:00,101532.6,101367.42431636195,101181.35920290627,PREFILL,NONE,,
2025-01-07 07:15:00,101590.9,101372.10182833723,101185.30174304529,PREFILL,NONE,,
2025-01-07 07:16:00,101591.4,101376.68672662527,101189.19309002138,PREFILL,NONE,,
2025-01-07 07:17:00,101532.5,101379.94074083472,101192.46770672523,PREFILL,NONE,,
2025-01-07 07:18:00,101591.4,101384.35209586311,101196.25566481378,PREFILL,NONE,,
2025-01-07 07:19:00,101590.9,101388.65643222949,101199.98609202706,PREFILL,NONE,,
2025-01-07 07:20:00,101522.7,101391.44692609578,101203.02302724733,PREFILL,NONE,,
