timestamp,close,FAST_IND,SLOW_IND,action,position,stop_reason,error_message
2025-01-07 04:12:00,100848.0,100848.0,100848.0,PREFILL,NONE,,
2025-01-07 04:13:00,100848.0,100848.0,100848.0,PREFILL,NONE,,
2025-01-07 04:14:00,100847.9,100847.96599780007,100847.96649986148,PREFILL,NONE,,
2025-01-07 04:15:00,100848.0,100847.9747550495,100847.97493781328,PREFILL,NONE,,
2025-01-07 04:16:00,100999.4,100879.48319672029,100878.563555599,PREFILL,NONE,,
2025-01-07 04:17:00,100999.4,100900.48182453816,100898.9555426215,PREFILL,NONE,,
2025-01-07 04:18:00,100999.4,100915.47484707902,100913.52088350359,PREFILL,NONE,,
2025-01-07 04:19:00,100999.4,100926.71436904906,100924.44457055828,PREFILL,NONE,,
2025-01-07 04:20:00,100999.4,100935.45156010063,100932.94048840532,PREFILL,NONE,,
2025-01-07 04:21:00,100999.4,100942.43712235839,100939.73696781785,PREFILL,NONE,,
2025-01-07 04:22:00,100999.9,100948.1989105317,100945.34409142628,PREFILL,NONE,,
2025-01-07 04:23:00,100999.4,100952.95048241645,100949.97365826314,PREFILL,NONE,,
2025-01-07 04:24:00,100999.8,100957.00242636341,100953.92248894523,PREFILL,NONE,,
2025-01-07 04:25:00,100999.9,100960.48062381127,100957.31439495245,PREFILL,NONE,,
2025-01-07 04:26:00,100999.9,100963.4922529344,100960.25387536405,PREFILL,NONE,,
2025-01-07 04:27:00,100741.1,100947.4116725291,100946.03713947553,PREFILL,NONE,,
2025-01-07 04:28:00,100932.4,100946.38036817034,100945.20246737839,PREFILL,NONE,,
2025-01-07 04:29:00,100667.4,100928.10786351806,100929.10435203339,PREFILL,NONE,,
2025-01-07 04:30:00,100657.4,100911.15199344947,100914.15152060073,PREFILL,NONE,,
2025-01-07 04:31:00,100657.5,100895.9169889567,100900.70027855513,PREFILL,NONE,,
2025-01-07 04:32:00,100657.4,100882.14548229329,100888.52611739442,PREFILL,NONE,,
2025-01-07 04:33:00,100689.0,100871.40123274607,100878.97269246296,PREFILL,NONE,,
2025-01-07 04:34:00,100709.1,100862.6850437747,100871.1736166144,PREFILL,NONE,,
2025-01-07 04:35:00,100709.1,100854.70740339084,100864.02514869915,PREFILL,NONE,,
2025-01-07 04:36:00,100709.0,100847.37463132566,100857.44497110079,PREFILL,NONE,,
2025-01-07 04:37:00,100657.4,100838.09727273077,100849.26046587437,PREFILL,NONE,,
2025-01-07 04:38:00,100566.7,100825.21759435168,100838.10089376912,PREFILL,NONE,,
2025-01-07 04:39:00,100566.8,100813.28391664386,100827.74341702701,PREFILL,NONE,,
2025-01-07 04:40:00,100657.3,100806.26573216019,100821.44541249458,PREFILL,NONE,,
2025-01-07 04:41:00,100657.4,100799.73239752387,100815.57156553945,PREFILL,NONE,,
2025-01-07 04:42:00,100657.4,100793.6327079414,100810.07736301576,PREFILL,NONE,,
2025-01-07 04:43:00,100657.4,100787.92598072867,100804.92721315671,PREFILL,NONE,,
2025-01-07 04:44:00,100487.0,100775.59273737727,100794.50247144488,PREFILL,NONE,,
2025-01-07 04:45:00,100556.7,100766.80765824567,100786.9159196115,PREFILL,NONE,,
2025-01-07 04:46:00,100496.3,100756.16739677182,100777.88747625057,PREFILL,NONE,,
2025-01-07 04:47:00,100719.1,100754.73730544034,100776.10756858892,PREFILL,NONE,,
2025-01-07 04:48:00,100719.2,100753.39151866108,100774.42707757093,PREFILL,NONE,,
2025-01-07 04:49:00,100719.1,100752.11595594077,100772.8323964512,PREFILL,NONE,,
2025-01-07 04:50:00,100719.2,100750.91249582644,100771.32254841045,PREFILL,NONE,,
2025-01-07 04:51:00,100719.1,100749.76855204902,100769.88567424491,PREFILL,NONE,,
2025-01-07 04:52:00,100828.8,100752.56525331062,100771.47095738696,PREFILL,NONE,,
2025-01-07 04:53:00,100828.8,100755.22158761842,100772.98049313403,PREFILL,NONE,,
2025-01-07 04:54:00,100828.8,100757.74737099627,100774.41956624029,PREFILL,NONE,,
2025-01-07 04:55:00,100829.1,100760.1616784365,100775.80055773268,PREFILL,NONE,,
2025-01-07 04:56:00,100829.0,100762.45867434329,100777.11745471609,PREFILL,NONE,,
2025-01-07 04:57:00,100829.1,100764.6525981538,100778.37928676147,PREFILL,NONE,,
2025-01-07 04:58:00,100829.2,100766.75006957416,100779.58957397587,PREFILL,NONE,,
2025-01-07 04:59:00,100829.2,100768.75394816154,100780.74920564752,PREFILL,NONE,,
2025-01-07 05:00:00,100890.2,100772.60358453251,100783.26139914013,PREFILL,NONE,,
2025-01-07 05:01:00,100890.0,100776.2811051634,100785.66810351377,PREFILL,NONE,,
2025-01-07 05:02:00,100890.0,100779.80284164318,100787.97994613895,PREFILL,NONE,,
2025-01-07 05:03:00,100890.0,100783.1778263983,100790.20239992785,PREFILL,NONE,,
2025-01-07 05:04:00,100890.1,100786.41744070234,100792.34266720609,PREFILL,NONE,,
2025-01-07 05:05:00,100890.0,100789.52326735258,100794.40110295419,PREFILL,NONE,,
2025-01-07 05:06:00,100829.2,100790.70094602986,100795.12298376083,PREFILL,NONE,,
2025-01-07 05:07:00,100829.1,100791.82955038526,100795.81688154925,PREFILL,NONE,,
2025-01-07 05:08:00,100829.1,100792.91457854967,100796.48627603977,PREFILL,NONE,,
2025-01-07 05:09:00,100829.1,100793.95830167233,100797.13243468755,PREFILL,NONE,,
2025-01-07 05:10:00,100889.9,100796.70082246396,100798.94354037549,PREFILL,NONE,,
2025-01-07 05:11:00,100829.0,100797.61606480712,100799.52192694995,PREFILL,NONE,,
2025-01-07 05:12:00,100890.0,100800.21174016732,100801.23855506263,PREFILL,NONE,,
2025-01-07 05:13:00,100889.9,100802.71094620145,100802.89751542675,PREFILL,NONE,,
