timestamp,close,FAST_IND,SLOW_IND,action,position,stop_reason,error_message
2025-01-07 05:30:00,100999.3,100999.3,100999.3,PREFILL,NONE,,
2025-01-07 05:31:00,100740.8,100868.7575,100869.726875,PREFILL,NONE,,
2025-01-07 05:32:00,100669.3,100800.93756208128,100802.58359420084,PREFILL,NONE,,
2025-01-07 05:33:00,100999.1,100851.97419790522,100852.08177648617,PREFILL,NONE,,
2025-01-07 05:34:00,100999.2,100882.608822926,100881.80039137985,PREFILL,NONE,,
2025-01-07 05:35:00,100740.2,100857.67161822392,100857.90434447353,PREFILL,NONE,,
2025-01-07 05:36:00,100999.3,100879.13822444144,100878.40797380003,PREFILL,NONE,,
2025-01-07 05:37:00,100999.1,100895.20388491423,100893.75980761005,PREFILL,NONE,,
2025-01-07 05:38:00,100999.1,100907.69273855892,100905.69972480087,PREFILL,NONE,,
2025-01-07 05:39:00,100999.0,100917.666907755,100915.24107387729,PREFILL,NONE,,
2025-01-07 05:40:00,100999.1,100925.83218326974,100923.05662684039,PREFILL,NONE,,
2025-01-07 05:41:00,100999.1,100932.63159518944,100929.56928915306,PREFILL,NONE,,
2025-01-07 05:42:00,100998.9,100938.36304933445,100935.06387753059,PREFILL,NONE,,
2025-01-07 05:43:00,100760.1,100923.90922291302,100922.1562404352,PREFILL,NONE,,
2025-01-07 05:44:00,100559.4,100896.0608220118,100897.11691407705,PREFILL,NONE,,
2025-01-07 05:45:00,100649.1,100878.203755037,100881.02780336676,PREFILL,NONE,,
2025-01-07 05:46:00,100999.9,100886.56430697616,100888.30347183323,PREFILL,NONE,,
2025-01-07 05:47:00,100800.0,100880.89456500715,100883.18645653689,PREFILL,NONE,,
2025-01-07 05:48:00,100236.6,100840.53897729657,100847.60256463794,PREFILL,NONE,,
2025-01-07 05:49:00,100709.5,100832.66843237914,100840.36453612475,PREFILL,NONE,,
2025-01-07 05:50:00,100639.1,100821.49216787911,100830.29374248131,PREFILL,NONE,,
2025-01-07 05:51:00,100517.9,100804.60401717765,100815.33615092974,PREFILL,NONE,,
2025-01-07 05:52:00,100849.8,100807.03121209393,100816.91843098332,PREFILL,NONE,,
2025-01-07 05:53:00,100859.6,100809.76178321612,100818.80095716532,PREFILL,NONE,,
2025-01-07 05:54:00,100891.2,100813.86018773899,100821.87399766104,PREFILL,NONE,,
