timestamp,close,FAST_IND,SLOW_IND,action,position,stop_reason,error_message
2025-01-07 05:29:00,100999.8,100999.8,100999.8,PREFILL,NONE,,
2025-01-07 05:30:00,100999.3,100999.54749999999,100999.54937499999,PREFILL,NONE,,
2025-01-07 05:31:00,100740.8,100911.56765774474,100912.86797590005,PREFILL,NONE,,
2025-01-07 05:32:00,100669.3,100849.17174482552,100851.51853272792,PREFILL,NONE,,
2025-01-07 05:33:00,100999.1,100880.36869408264,100881.33072517115,PREFILL,NONE,,
2025-01-07 05:34:00,100999.2,100901.17724049003,100901.22198177486,PREFILL,NONE,,
2025-01-07 05:35:00,100740.2,100876.77792879667,100877.87236034953,PREFILL,NONE,,
2025-01-07 05:36:00,100999.3,100893.18647216151,100893.3177630207,PREFILL,NONE,,
2025-01-07 05:37:00,100999.1,100905.91782931646,100905.30778431398,PREFILL,NONE,,
2025-01-07 05:38:00,100999.1,100916.09680875124,100914.89944166549,PREFILL,NONE,,
2025-01-07 05:39:00,100999.0,100924.4094907204,100922.73751446561,PREFILL,NONE,,
2025-01-07 05:40:00,100999.1,100931.3409315869,100929.27750685386,PREFILL,NONE,,
2025-01-07 05:41:00,100999.1,100937.20131097327,100934.81106989749,PREFILL,NONE,,
2025-01-07 05:42:00,100998.9,100942.20393010802,100939.53911241272,PREFILL,NONE,,
2025-01-07 05:43:00,100760.1,100928.29124166958,100927.15328965822,PREFILL,NONE,,
2025-01-07 05:44:00,100559.4,100901.61771687625,100903.29675788333,PREFILL,NONE,,
2025-01-07 05:45:00,100649.1,100884.26970841354,100887.7384407327,PREFILL,NONE,,
2025-01-07 05:46:00,100999.9,100891.84319845807,100894.23798602255,PREFILL,NONE,,
2025-01-07 05:47:00,100800.0,100886.0905715506,100889.05174329584,PREFILL,NONE,,
2025-01-07 05:48:00,100236.6,100847.08046309049,100854.85640207364,PREFILL,NONE,,
2025-01-07 05:49:00,100709.5,100839.13683495526,100847.58311708155,PREFILL,NONE,,
2025-01-07 05:50:00,100639.1,100828.0092349313,100837.60082586811,PREFILL,NONE,,
2025-01-07 05:51:00,100517.9,100811.3551981893,100822.92294590021,PREFILL,NONE,,
2025-01-07 05:52:00,100849.8,100813.35212963482,100824.10839337095,PREFILL,NONE,,
2025-01-07 05:53:00,100859.6,100815.67956862555,100825.61486555841,PREFILL,NONE,,
2025-01-07 05:54:00,100891.2,100819.36758801114,100828.29817158035,PREFILL,NONE,,
2025-01-07 05:55:00,100650.0,100811.32992411172,100821.25638215017,PREFILL,NONE,,
2025-01-07 05:56:00,100738.1,100807.94817947816,100818.08171404601,PREFILL,NONE,,
2025-01-07 05:57:00,100901.0,100812.13486011176,100821.14560322324,PREFILL,NONE,,
2025-01-07 05:58:00,100900.6,100816.01736788674,100823.99056523397,PREFILL,NONE,,
2025-01-07 05:59:00,100999.9,100823.89770289838,100830.10090533925,PREFILL,NONE,,
2025-01-07 06:00:00,100635.4,100816.00161841967,100823.5332071528,PREFILL,NONE,,
2025-01-07 06:01:00,100999.8,100823.5344680664,100829.31294450072,PREFILL,NONE,,
2025-01-07 06:02:00,100882.3,100825.89297412938,100831.00337707107,PREFILL,NONE,,
2025-01-07 06:03:00,100872.3,100827.71836751264,100832.28632200266,PREFILL,NONE,,
2025-01-07 06:04:00,100608.7,100819.26845475654,100825.51680180969,PREFILL,NONE,,
2025-01-07 06:05:00,100999.9,100826.1089155764,100830.66636988147,PREFILL,NONE,,
2025-01-07 06:06:00,100588.6,100817.2741502968,100823.68934006676,PREFILL,NONE,,
2025-01-07 06:07:00,100608.6,100809.64468885183,100817.63418981846,PREFILL,NONE,,
2025-01-07 06:08:00,100747.8,100807.42081910689,100815.71274120525,PREFILL,NONE,,
2025-01-07 06:09:00,100747.8,100805.31100555371,100813.88532618548,PREFILL,NONE,,
2025-01-07 06:10:00,100878.7,100807.86818206742,100815.59196670483,PREFILL,NONE,,
2025-01-07 06:11:00,100737.9,100805.46632987294,100813.58900347324,PREFILL,NONE,,
2025-01-07 06:12:00,100800.0,100805.28136961194,100813.24580396117,PREFILL,NONE,,
2025-01-07 06:13:00,100737.9,100803.03298925232,100811.38069677731,PREFILL,NONE,,
2025-01-07 06:14:00,100737.9,100800.88872194427,100809.59701540113,PREFILL,NONE,,
2025-01-07 06:15:00,100640.0,100795.66063395803,100805.5580894148,PREFILL,NONE,,
2025-01-07 06:16:00,100859.8,100797.71872275561,100806.82598091435,PREFILL,NONE,,
2025-01-07 06:17:00,100640.0,100792.71930348827,100802.99687080026,PREFILL,NONE,,
2025-01-07 06:18:00,100850.0,100794.51365932387,100804.05668080066,PREFILL,NONE,,
2025-01-07 06:19:00,100850.0,100796.23200411054,100805.0747177313,PREFILL,NONE,,
2025-01-07 06:20:00,100999.9,100802.46970017713,100809.31888513136,PREFILL,NONE,,
2025-01-07 06:21:00,101009.0,100808.72732187508,100813.59697545513,PREFILL,NONE,,
2025-01-07 06:22:00,101009.8,100814.75629901745,100817.73257191324,PREFILL,NONE,,
2025-01-07 06:23:00,100840.0,100815.50557866825,100818.19449543134,PREFILL,NONE,,
2025-01-07 06:24:00,101560.7,100837.40793256985,100833.35836161359,PREFILL,NONE,,
2025-01-07 06:25:00,101550.8,100858.17640983334,100847.78764295373,PREFILL,NONE,,
2025-01-07 06:26:00,101550.7,100878.15138470122,100861.71407768728,PREFILL,NONE,,
2025-01-07 06:27:00,101550.7,100897.37637855676,100875.16518334701,PREFILL,NONE,,
2025-01-07 06:28:00,101743.3,100921.34680679972,100891.87099397922,PREFILL,NONE,,
2025-01-07 06:29:00,101752.9,100944.71063222857,100908.20717961791,PREFILL,NONE,,
2025-01-07 06:30:00,101762.8,100967.50708171057,100924.19762075585,PREFILL,NONE,,
2025-01-07 06:31:00,101762.5,100989.48273703828,100939.67089864638,PREFILL,NONE,,
2025-01-07 06:32:00,101762.0,101010.67097874268,100954.64760251711,PREFILL,NONE,,
2025-01-07 06:33:00,101689.2,101029.1405145737,100967.85105362754,PREFILL,NONE,,
2025-01-07 06:34:00,101516.2,101042.3006348827,100977.58116242461,PREFILL,NONE,,
2025-01-07 06:35:00,101688.2,101059.62747729913,100990.03181780907,PREFILL,NONE,,
2025-01-07 06:36:00,101689.2,101076.39853834073,101002.13021460478,PREFILL,NONE,,
2025-01-07 06:37:00,101698.2,101092.85011102946,101014.0284526664,PREFILL,NONE,,
2025-01-07 06:38:00,101490.0,101103.28839403864,101022.06713555093,PREFILL,NONE,,
2025-01-07 06:39:00,101505.0,101113.77858562836,101030.12745843994,PREFILL,NONE,,
2025-01-07 06:40:00,101515.1,101124.19285550906,101038.12819305241,PREFILL,NONE,,
2025-01-07 06:41:00,101514.9,101134.26973331558,101045.9041384473,PREFILL,NONE,,
2025-01-07 06:42:00,101504.9,101143.77188842739,101053.30635748702,PREFILL,NONE,,
2025-01-07 06:43:00,101687.3,101157.6259187711,101063.4181234451,PREFILL,NONE,,
2025-01-07 06:44:00,101505.0,101166.43009356518,101070.38468705636,PREFILL,NONE,,
